Date,Time,Mann,Olin,Uris,Math,DayOfWeek,DayOfWeek_num,Hour,IsPrelimDay,IsPrelimMinus1,HourFloat
2025-11-11,7:35 PM,160.0,397.0,205.0,0.0,Tuesday,2,19.58333333333333,1,0,
2025-11-11,8:07 PM,154.0,562.0,299.0,0.0,Tuesday,2,20.116666666666667,1,0,
2025-11-12,9:53 AM,168.0,330.0,137.0,80.0,Wednesday,3,9.883333333333333,0,1,
2025-11-12,10:14 AM,189.0,350.0,146.0,73.0,Wednesday,3,10.233333333333333,0,1,
2025-11-12,12:19 PM,185.0,488.0,162.0,103.0,Wednesday,3,12.316666666666666,0,1,
2025-11-12,12:46 PM,172.0,430.0,203.0,96.0,Wednesday,3,12.766666666666667,0,1,
2025-11-12,1:36 PM,340.0,747.0,298.0,183.0,Wednesday,3,13.6,0,1,
2025-11-12,5:20 PM,358.0,688.0,304.0,0.0,Wednesday,3,17.333333333333332,0,1,
2025-11-12,5:26 PM,175.0,757.0,238.0,0.0,Wednesday,3,17.433333333333334,0,1,
2025-11-12,6:01 PM,333.0,683.0,292.0,0.0,Wednesday,3,18.016666666666666,0,1,
2025-11-12,7:20 PM,111.0,400.0,240.0,0.0,Wednesday,3,19.33333333333333,0,1,
2025-11-12,9:35 PM,93.0,474.0,131.0,0.0,Wednesday,3,21.58333333333333,0,1,
2025-11-12,9:38 PM,133.0,466.0,167.0,0.0,Wednesday,3,21.633333333333333,0,1,
2025-11-12,10:01 PM,0.0,321.0,87.0,0.0,Wednesday,3,22.016666666666666,0,1,
2025-11-12,10:25 PM,0.0,330.0,125.0,0.0,Wednesday,3,22.416666666666668,0,1,
2025-11-13,9:55 AM,83.0,316.0,133.0,52.0,Thursday,4,9.916666666666666,1,0,
2025-11-13,10:14 AM,103.0,390.0,144.0,84.0,Thursday,4,10.233333333333333,1,0,
2025-11-13,12:05 PM,264.0,612.0,200.0,143.0,Thursday,4,12.083333333333334,1,0,
2025-11-13,4:40 PM,146.0,423.0,254.0,0.0,Thursday,4,16.666666666666668,1,0,
2025-11-13,6:44 PM,80.0,560.0,168.0,0.0,Thursday,4,18.73333333333333,1,0,
2025-11-13,7:09 PM,105.0,439.0,217.0,0.0,Thursday,4,19.15,1,0,
2025-11-13,7:46 PM,116.0,513.0,195.0,0.0,Thursday,4,19.766666666666666,1,0,
2025-11-13,8:20 PM,108.0,684.0,239.0,0.0,Thursday,4,20.33333333333333,1,0,
2025-11-13,9:01 PM,101.0,528.0,178.0,0.0,Thursday,4,21.016666666666666,1,0,
2025-11-13,9:31 PM,119.0,510.0,189.0,0.0,Thursday,4,21.516666666666666,1,0,
2025-11-13,10:19 PM,0.0,424.0,220.0,0.0,Thursday,4,22.316666666666663,1,0,
